cls,xref
DOID:10825,ICD9CM:401.9
DOID:10825,OMIM:145500
DOID:10825,SNOMEDCT_2010_1_31:266228004
DOID:10825,SNOMEDCT_2010_1_31:194757006
DOID:507,SNOMEDCT_2010_1_31:192068001
DOID:507,SNOMEDCT_2010_1_31:367487002
DOID:507,SNOMEDCT_2010_1_31:63608001
DOID:507,SNOMEDCT_2010_1_31:17226007
DOID:507,SNOMEDCT_2010_1_31:268781004
DOID:507,ICD9CM:309
DOID:507,ICD9CM:309.9
DOID:507,UMLS_CUI:C0040701
DOID:3639,UMLS_CUI:C1334259
DOID:3639,NCI:C5428
DOID:14512,SNOMEDCT_2010_1_31:187014000
DOID:14512,SNOMEDCT_2010_1_31:187018002
DOID:14512,UMLS_CUI:C0006842
DOID:14512,ICD9CM:112.3
DOID:4035,UMLS_CUI:C1283271
DOID:4035,NCI:C27051
DOID:4035,SNOMEDCT_2010_1_31:360375007
DOID:4035,SNOMEDCT_2010_1_31:235658000
DOID:3108,UMLS_CUI:C0003952
DOID:3108,SNOMEDCT_2010_1_31:76160002
DOID:3108,MSH:D001198
DOID:3108,SNOMEDCT_2010_1_31:2435008
DOID:1314,UMLS_CUI:C0043046
DOID:1314,SNOMEDCT_2010_1_31:207559001
DOID:1314,MSH:D019282
DOID:1314,SNOMEDCT_2010_1_31:28928000
DOID:1314,SNOMEDCT_2010_1_31:271878009
DOID:1314,SNOMEDCT_2010_1_31:288517002
DOID:9735,UMLS_CUI:C0155419
DOID:9735,ICD9CM:381.05
DOID:9735,SNOMEDCT_2010_1_31:8326008
DOID:9735,SNOMEDCT_2010_1_31:194242003
DOID:4674,MSH:D013734
DOID:4674,UMLS_CUI:C0936016
DOID:4674,SNOMEDCT_2010_1_31:190562003
DOID:4674,SNOMEDCT_2010_1_31:154713003
DOID:4674,ICD9CM:259.51
DOID:4674,OMIM:300068
DOID:4674,SNOMEDCT_2010_1_31:237802009
DOID:4674,MSH:C538434
DOID:4674,SNOMEDCT_2010_1_31:267486007
DOID:4674,SNOMEDCT_2010_1_31:52832001
DOID:4674,SNOMEDCT_2010_1_31:12313004
DOID:4674,UMLS_CUI:C0039585
DOID:4674,ICD9CM:259.5
DOID:11457,SNOMEDCT_2010_1_31:193053006
DOID:11457,UMLS_CUI:C0009592
DOID:11457,SNOMEDCT_2010_1_31:46963008
DOID:11457,ICD9CM:348.4
DOID:6032,UMLS_CUI:C0334403
DOID:6032,UMLS_CUI:C1515285
DOID:6032,SNOMEDCT_2010_1_31:189735004
DOID:6032,NCI:C4207
DOID:6032,SNOMEDCT_2010_1_31:77029009
DOID:4895,UMLS_CUI:C1514909
DOID:4895,NCI:C40016
DOID:9905,SNOMEDCT_2010_1_31:201150001
DOID:9905,SNOMEDCT_2010_1_31:27382006
DOID:9905,UMLS_CUI:C0002173
DOID:9905,NCI:C82859
DOID:9905,MSH:D000507
DOID:4983,UMLS_CUI:C1334718
DOID:4983,NCI:C27292
DOID:1245,UMLS_CUI:C0375071
DOID:1245,UMLS_CUI:C0042995
DOID:1245,SNOMEDCT_2010_1_31:94143002
DOID:1245,SNOMEDCT_2010_1_31:269471005
DOID:1245,SNOMEDCT_2010_1_31:188214009
DOID:1245,NCI:C3443
DOID:1245,SNOMEDCT_2010_1_31:154535008
DOID:1245,SNOMEDCT_2010_1_31:363367000
DOID:1245,SNOMEDCT_2010_1_31:126922007
DOID:1245,SNOMEDCT_2010_1_31:269604005
DOID:1245,MSH:D014846
DOID:9408,SNOMEDCT_2010_1_31:57054005
DOID:9408,SNOMEDCT_2010_1_31:266288001
DOID:9408,SNOMEDCT_2010_1_31:155304006
DOID:9408,ICD9CM:410.90
DOID:9408,UMLS_CUI:C0155626
DOID:9408,SNOMEDCT_2010_1_31:194796000
DOID:9408,ICD9CM:410
DOID:9408,SNOMEDCT_2010_1_31:194811003
DOID:9408,NCI:C35204
DOID:9408,ICD9CM:410.9
DOID:14178,UMLS_CUI:C0740331
DOID:14178,ICD9CM:279.05
DOID:5099,UMLS_CUI:C0345617
DOID:5099,NCI:C4412
DOID:5099,SNOMEDCT_2010_1_31:127006003
DOID:2636,MSH:D001948
DOID:2636,SNOMEDCT_2010_1_31:254859006
DOID:2636,SNOMEDCT_2010_1_31:189818009
DOID:2636,SNOMEDCT_2010_1_31:189819001
DOID:2636,NCI:C39954
DOID:2636,NCI:C3872
DOID:2636,SNOMEDCT_2010_1_31:74739000
DOID:2636,UMLS_CUI:C0006160
DOID:12157,SNOMEDCT_2010_1_31:301770000
DOID:12157,SNOMEDCT_2010_1_31:58170007
DOID:12157,SNOMEDCT_2010_1_31:186490006
DOID:12157,UMLS_CUI:C0025290
DOID:12157,MSH:D008582
DOID:7541,UMLS_CUI:C1513365
DOID:7541,NCI:C40364
DOID:0050722,OMIM:601815
DOID:2724,SNOMEDCT_2010_1_31:254211001
DOID:2724,NCI:C3840
DOID:2724,OMIM:163000
DOID:2724,SNOMEDCT_2010_1_31:157013001
DOID:2724,SNOMEDCT_2010_1_31:416377005
DOID:2724,UMLS_CUI:C0235752
DOID:2724,SNOMEDCT_2010_1_31:67668002
DOID:2724,MSH:D019339
DOID:2724,OMIM:MTHU009606
DOID:2724,SNOMEDCT_2010_1_31:205560007
DOID:7998,SNOMEDCT_2010_1_31:34486009
DOID:7998,UMLS_CUI:C0020550
DOID:7998,MSH:D006980
DOID:7998,SNOMEDCT_2010_1_31:154655004
DOID:7998,SNOMEDCT_2010_1_31:267464006
DOID:7998,NCI:C3123
DOID:7998,SNOMEDCT_2010_1_31:190239004
DOID:6179,UMLS_CUI:C1335179
DOID:6179,NCI2009_04D:C27390
DOID:9987,UMLS_CUI:C1335131
DOID:9987,NCI:C6095
DOID:6702,UMLS_CUI:C0278502
DOID:6702,NCI:C9237
DOID:0050605,OMIM:201100
DOID:7442,UMLS_CUI:C0278494
DOID:9888,UMLS_CUI:C0152205
DOID:9888,SNOMEDCT_2010_1_31:39837002
DOID:9888,SNOMEDCT_2010_1_31:194080005
DOID:9888,ICD9CM:378.05
DOID:11797,ICD9CM:476.0
DOID:11797,SNOMEDCT_2010_1_31:155535001
DOID:11797,NCI:C26975
DOID:11797,SNOMEDCT_2010_1_31:195816003
DOID:11797,SNOMEDCT_2010_1_31:29951006
DOID:11797,SNOMEDCT_2010_1_31:195815004
DOID:11797,UMLS_CUI:C0155836
DOID:917,UMLS_CUI:C1333968
DOID:917,NCI:C5753
DOID:227,SNOMEDCT_2010_1_31:202323002
DOID:227,UMLS_CUI:C0003090
DOID:227,SNOMEDCT_2010_1_31:202297005
DOID:227,SNOMEDCT_2010_1_31:156569007
DOID:227,SNOMEDCT_2010_1_31:156559001
DOID:227,SNOMEDCT_2010_1_31:36504009
DOID:227,ICD9CM:718.5
DOID:227,ICD9CM:718.50
DOID:227,SNOMEDCT_2010_1_31:111227009
DOID:227,MSH:D000844
DOID:4200,UMLS_CUI:C1136339
DOID:4200,MSH:D039941
DOID:3171,UMLS_CUI:C0281373
DOID:3171,NCI:C8295
DOID:10222,NCI:C26925
DOID:10222,SNOMEDCT_2010_1_31:31384009
DOID:10222,MSH:D017285
DOID:10222,UMLS_CUI:C0085655
DOID:10222,SNOMEDCT_2010_1_31:15099002
DOID:10222,SNOMEDCT_2010_1_31:156457001
DOID:10222,ICD9CM:710.4
DOID:315,SNOMEDCT_2010_1_31:189829008
DOID:315,NCI:C8964
DOID:315,UMLS_CUI:C0476203
DOID:315,SNOMEDCT_2010_1_31:189831004
DOID:10035,ICD9CM:094.3
DOID:10035,MSH:D009494
DOID:10035,SNOMEDCT_2010_1_31:37754005
DOID:10035,UMLS_CUI:C0153167
DOID:12739,ICD9CM:011.3
DOID:12739,SNOMEDCT_2010_1_31:186178000
DOID:12739,UMLS_CUI:C0152573
DOID:12739,ICD9CM:011.30
DOID:9216,SNOMEDCT_2010_1_31:93488004
DOID:9216,UMLS_CUI:C0153776
DOID:9216,ICD9CM:201.71
DOID:9216,SNOMEDCT_2010_1_31:188585003
DOID:10123,UMLS_CUI:C0375489
DOID:10123,ICD9CM:709.09
DOID:13754,ICD9CM:115.01
DOID:13754,SNOMEDCT_2010_1_31:187038001
DOID:13754,UMLS_CUI:C0153263
DOID:14671,UMLS_CUI:C0220744
DOID:14671,OMIM:243150
DOID:14671,SNOMEDCT_2010_1_31:95472001
DOID:8119,NCI:C7477
DOID:8119,UMLS_CUI:C1332261
DOID:12569,UMLS_CUI:C0007930
DOID:12569,ICD9CM:086.0
DOID:12569,NCI:C34462
DOID:12569,SNOMEDCT_2010_1_31:998008
DOID:12569,MSH:D002598
DOID:12569,SNOMEDCT_2010_1_31:186812009
DOID:5363,SNOMEDCT_2010_1_31:404069006
DOID:5363,UMLS_CUI:C0206634
DOID:5363,OMIM:613488
DOID:5363,SNOMEDCT_2010_1_31:27849002
DOID:5363,MSH:D018208
DOID:5363,NCI:C3735
DOID:11406,UMLS_CUI:C0008526
DOID:11406,SNOMEDCT_2010_1_31:193449000
DOID:11406,SNOMEDCT_2010_1_31:16553002
DOID:11406,MSH:D002833
DOID:6849,UMLS_CUI:C1515286
DOID:6849,NCI:C40345
DOID:4436,UMLS_CUI:C1332301
DOID:4436,NCI:C5286
DOID:8207,UMLS_CUI:C1334445
DOID:8207,NCI:C7454
DOID:12176,UMLS_CUI:C0018021
DOID:12176,SNOMEDCT_2010_1_31:190232008
DOID:12176,SNOMEDCT_2010_1_31:3716002
DOID:12176,SNOMEDCT_2010_1_31:237568003
DOID:12176,ICD9CM:240.9
DOID:12176,SNOMEDCT_2010_1_31:267370001
DOID:12176,SNOMEDCT_2010_1_31:246183006
DOID:12176,NCI:C26785
DOID:12176,MSH:D006042
DOID:12176,SNOMEDCT_2010_1_31:190235005
DOID:7788,UMLS_CUI:C1332215
DOID:7788,NCI:C27399
DOID:4524,UMLS_CUI:C1335504
DOID:4524,NCI:C5528
DOID:5264,UMLS_CUI:C0205815
DOID:5264,SNOMEDCT_2010_1_31:42392001
DOID:5264,NCI:C3700
DOID:5264,MSH:D007890
DOID:5672,SNOMEDCT_2010_1_31:408645001
DOID:5672,UMLS_CUI:C1319315
DOID:5672,UMLS_CUI:C0346629
DOID:5672,MSH:D015179
DOID:5672,NCI:C2955
DOID:5672,UMLS_CUI:C0009402
DOID:5672,SNOMEDCT_2010_1_31:363510005
DOID:5672,SNOMEDCT_2010_1_31:93854002
DOID:2415,SNOMEDCT_2010_1_31:109265005
DOID:2415,SNOMEDCT_2010_1_31:400010006
DOID:2415,SNOMEDCT_2010_1_31:276728004
DOID:2415,SNOMEDCT_2010_1_31:399956005
DOID:2415,NCI:C9498
DOID:2415,SNOMEDCT_2010_1_31:189051001
DOID:2415,SNOMEDCT_2010_1_31:189086004
DOID:2415,UMLS_CUI:C1302746
DOID:2415,UMLS_CUI:C1456781
DOID:2415,SNOMEDCT_2010_1_31:26325004
DOID:2415,SNOMEDCT_2010_1_31:269639005
DOID:2415,SNOMEDCT_2010_1_31:253037001
DOID:2415,SNOMEDCT_2010_1_31:21119008
DOID:2415,SNOMEDCT_2010_1_31:154613008
DOID:2415,UMLS_CUI:C0334431
DOID:2415,UMLS_CUI:C0349501
DOID:2415,SNOMEDCT_2010_1_31:254801004
DOID:2415,SNOMEDCT_2010_1_31:247457003
DOID:0080026,OMIM:215150
DOID:5760,UMLS_CUI:C1519207
DOID:5760,NCI:C40369
DOID:2022,UMLS_CUI:C0877294
DOID:2022,SNOMEDCT_2010_1_31:94492000
DOID:2022,NCI:C8546
DOID:7320,UMLS_CUI:C0877572
DOID:7320,NCI:C40032
DOID:7296,UMLS_CUI:C0279941
DOID:7296,NCI:C8065
DOID:10790,ICD9CM:473.1
DOID:10790,UMLS_CUI:C0008683
DOID:10790,SNOMEDCT_2010_1_31:60130002
DOID:10790,SNOMEDCT_2010_1_31:195786002
DOID:10790,NCI:C34473
DOID:10790,SNOMEDCT_2010_1_31:155527004
DOID:7133,UMLS_CUI:C1333759
DOID:7133,NCI:C6763
DOID:3675,UMLS_CUI:C1333003
DOID:3675,NCI:C6563
DOID:3969,MSH:C536915
DOID:3969,NCI:C4035
DOID:3969,OMIM:188550
DOID:3969,SNOMEDCT_2010_1_31:4797003
DOID:3969,UMLS_CUI:C0238463
DOID:3969,SNOMEDCT_2010_1_31:255029007
DOID:8170,UMLS_CUI:C1332264
DOID:8170,NCI:C5604
DOID:7221,UMLS_CUI:C1333753
DOID:7221,NCI:C5743
DOID:4280,SNOMEDCT_2010_1_31:128636006
DOID:4280,SNOMEDCT_2010_1_31:403910009
DOID:4280,UMLS_CUI:C1304300
DOID:4280,UMLS_CUI:C1518346
DOID:4280,NCI:C62282
DOID:11488,SNOMEDCT_2010_1_31:86489003
DOID:11488,SNOMEDCT_2010_1_31:192916006
DOID:11488,UMLS_CUI:C0154690
DOID:11488,ICD9CM:337.0
DOID:11488,SNOMEDCT_2010_1_31:192914009
DOID:3763,MSH:D012734
DOID:3763,NCI:C45909
DOID:3763,SNOMEDCT_2010_1_31:237821001
DOID:3763,UMLS_CUI:C0019269
DOID:3763,MSH:D050090
DOID:3763,SNOMEDCT_2010_1_31:52572004
DOID:3576,SNOMEDCT_2010_1_31:192760003
DOID:3576,MSH:D020225
DOID:3576,SNOMEDCT_2010_1_31:70607008
DOID:3576,UMLS_CUI:C0338575
DOID:12680,SNOMEDCT_2010_1_31:7379000
DOID:12680,UMLS_CUI:C0033790
DOID:12680,MSH:D020828
DOID:12680,ICD9CM:335.23
DOID:6128,NCI:C4318
DOID:6128,UMLS_CUI:C0334576
DOID:6128,MSH:D018302
DOID:6128,SNOMEDCT_2010_1_31:26138003
DOID:3209,SNOMEDCT_2010_1_31:76905008
DOID:3209,MSH:D016109
DOID:3209,UMLS_CUI:C0079301
DOID:3209,SNOMEDCT_2010_1_31:399971009
DOID:3209,SNOMEDCT_2010_1_31:79855003
DOID:11389,UMLS_CUI:C0038539
DOID:11389,SNOMEDCT_2010_1_31:37660004
DOID:11389,MSH:D013354
DOID:12581,SNOMEDCT_2010_1_31:424548006
DOID:12581,SNOMEDCT_2010_1_31:156680002
DOID:12581,SNOMEDCT_2010_1_31:239968000
DOID:12581,SNOMEDCT_2010_1_31:270542002
DOID:12581,SNOMEDCT_2010_1_31:202930004
DOID:12581,ICD9CM:726.33
DOID:12581,SNOMEDCT_2010_1_31:425940002
DOID:12581,UMLS_CUI:C0263962
DOID:12581,SNOMEDCT_2010_1_31:74859007
DOID:12581,SNOMEDCT_2010_1_31:77299006
DOID:12581,SNOMEDCT_2010_1_31:63517006
DOID:13141,SNOMEDCT_2010_1_31:75614007
DOID:13141,UMLS_CUI:C0042164
DOID:13141,SNOMEDCT_2010_1_31:267719008
DOID:13141,SNOMEDCT_2010_1_31:193499001
DOID:13141,NCI:C26909
DOID:13141,ICD9CM:364
DOID:13141,ICD10CM:H20
DOID:13141,SNOMEDCT_2010_1_31:155116005
DOID:13141,SNOMEDCT_2010_1_31:128473001
DOID:13141,MSH:D014605
DOID:4817,UMLS_CUI:C1513025
DOID:4817,NCI:C42065
DOID:13042,OMIM:265380
DOID:13042,SNOMEDCT_2010_1_31:204507004
DOID:13042,ICD9CM:747.83
DOID:13042,SNOMEDCT_2010_1_31:35604006
DOID:13042,UMLS_CUI:C0031190
DOID:13042,MSH:D010547
DOID:13042,SNOMEDCT_2010_1_31:206597007
DOID:13042,SNOMEDCT_2010_1_31:233815004
DOID:13042,NCI:C85006
DOID:9184,UMLS_CUI:C0752294
DOID:9184,MSH:D020921
DOID:9184,ICD9CM:307.46
DOID:2590,UMLS_CUI:C0268713
DOID:2590,SNOMEDCT_2010_1_31:197602005
DOID:2590,NCI:C35337
DOID:2590,SNOMEDCT_2010_1_31:48796009
DOID:4905,OMIM:260350
DOID:4905,EFO:0002618
DOID:4905,SNOMEDCT_2010_1_31:93938001
DOID:4905,NCI:C3850
DOID:4905,SNOMEDCT_2010_1_31:154475002
DOID:4905,MSH:C535837
DOID:4905,SNOMEDCT_2010_1_31:372142002
DOID:4905,UMLS_CUI:C0235974
DOID:4905,SNOMEDCT_2010_1_31:255089009
DOID:2937,UMLS_CUI:C1512508
DOID:2937,NCI:C39291
DOID:5142,UMLS_CUI:C1520087
DOID:5142,NCI:C40326
DOID:474,SNOMEDCT_2010_1_31:189870005
DOID:474,SNOMEDCT_2010_1_31:125574005
DOID:474,UMLS_CUI:C0205788
DOID:474,SNOMEDCT_2010_1_31:33929001
DOID:474,SNOMEDCT_2010_1_31:253054009
DOID:474,MSH:D006391
DOID:474,NCI:C4298
DOID:474,SNOMEDCT_2010_1_31:189869009
DOID:474,SNOMEDCT_2010_1_31:69159005
DOID:882,SNOMEDCT_2010_1_31:187126008
DOID:882,UMLS_CUI:C0152071
DOID:882,ICD9CM:121.6
DOID:882,SNOMEDCT_2010_1_31:22905009
DOID:1978,UMLS_CUI:C0154871
DOID:1978,ICD9CM:363.01
DOID:1978,SNOMEDCT_2010_1_31:6313001
DOID:3765,UMLS_CUI:C0021193
DOID:3765,SNOMEDCT_2010_1_31:268328009
DOID:3765,SNOMEDCT_2010_1_31:268229003
DOID:3765,SNOMEDCT_2010_1_31:75164001
DOID:3765,UMLS_CUI:C0033804
DOID:3765,SNOMEDCT_2010_1_31:204895009
DOID:3765,ICD9CM:752.7
DOID:3765,SNOMEDCT_2010_1_31:204897001
DOID:2838,SNOMEDCT_2010_1_31:191371001
DOID:2838,SNOMEDCT_2010_1_31:36874002
DOID:2838,NCI:C27174
DOID:2838,UMLS_CUI:C0541719
DOID:5043,UMLS_CUI:C1520083
DOID:5043,NCI:C40328
DOID:562,NCI:C27598
DOID:562,SNOMEDCT_2010_1_31:230531004
DOID:562,SNOMEDCT_2010_1_31:60750009
DOID:562,UMLS_CUI:C0271353
DOID:13258,SNOMEDCT_2010_1_31:266174006
DOID:13258,NCI:C35089
DOID:13258,ICD9CM:002.0
DOID:13258,UMLS_CUI:C0041466
DOID:13258,SNOMEDCT_2010_1_31:154270009
DOID:13258,SNOMEDCT_2010_1_31:4834000
DOID:13258,SNOMEDCT_2010_1_31:186091002
DOID:13258,MSH:D014435
DOID:970,SNOMEDCT_2010_1_31:240035004
DOID:970,MSH:D013717
DOID:970,SNOMEDCT_2010_1_31:268092005
DOID:970,SNOMEDCT_2010_1_31:156666009
DOID:970,SNOMEDCT_2010_1_31:67801009
DOID:970,UMLS_CUI:C0039520
DOID:14305,NCI:C34575
DOID:14305,SNOMEDCT_2010_1_31:186184002
DOID:14305,MSH:D004654
DOID:14305,UMLS_CUI:C0014014
DOID:14305,SNOMEDCT_2010_1_31:14527007
DOID:1585,UMLS_CUI:C0152450
DOID:1585,ICD9CM:517.1
DOID:1585,SNOMEDCT_2010_1_31:7548000
DOID:783,UMLS_CUI:C1261469
DOID:1398,ICD9CM:360.13
DOID:1398,UMLS_CUI:C0014238
DOID:1398,SNOMEDCT_2010_1_31:57100005
DOID:1398,SNOMEDCT_2010_1_31:193273005
DOID:1398,NCI:C34587
DOID:6696,UMLS_CUI:C1336544
DOID:6696,NCI:C6471
DOID:7538,UMLS_CUI:C1511307
DOID:7538,NCI:C40384
DOID:3163,UMLS_CUI:C0334230
DOID:3163,SNOMEDCT_2010_1_31:88897007
DOID:3163,NCI:C27091
DOID:6080,UMLS_CUI:C0347016
DOID:6080,NCI:C4585
DOID:6080,SNOMEDCT_2010_1_31:94600009
DOID:6784,UMLS_CUI:C1332966
DOID:6784,NCI:C27372
DOID:6803,UMLS_CUI:C0278785
DOID:6803,NCI:C7883
DOID:1119,ICD9CM:656.6
DOID:1119,UMLS_CUI:C0157123
DOID:1119,SNOMEDCT_2010_1_31:22173004
DOID:11830,OMIM:609259
DOID:11830,OMIM:608474
DOID:11830,OMIM:609258
DOID:11830,OMIM:615946
DOID:11830,OMIM:615420
DOID:11830,SNOMEDCT_2010_1_31:155133003
DOID:11830,MSH:D009216
DOID:11830,ICD10CM:H52.1
DOID:11830,OMIM:609256
DOID:11830,OMIM:612717
DOID:11830,EFO:0003927
DOID:11830,OMIM:608908
DOID:11830,OMIM:612554
DOID:11830,OMIM:160700
DOID:11830,OMIM:610320
DOID:11830,OMIM:609257
DOID:11830,OMIM:609995
DOID:11830,OMIM:300613
DOID:11830,OMIM:310460
DOID:11830,ICD9CM:367.1
DOID:11830,OMIM:609994
DOID:11830,OMIM:255500
DOID:11830,UMLS_CUI:C0027092
DOID:11830,OMIM:614166
DOID:11830,SNOMEDCT_2010_1_31:57190000
DOID:11830,OMIM:614167
DOID:11830,OMIM:615431
DOID:11830,OMIM:603221
DOID:11830,OMIM:613959
DOID:11830,OMIM:608367
DOID:0050471,NCI:C4705
DOID:0050471,OMIM:605244
DOID:0050471,ICD10CM:D44.8
DOID:0050471,ORDO:1359
DOID:0050471,MSH:D056733
DOID:0050471,OMIM:160980
DOID:0050471,OMIM:608837
DOID:4194,UMLS_CUI:C1257958
DOID:4194,SNOMEDCT_2010_1_31:126877002
DOID:4194,MSH:D044882
DOID:4194,NCI:C53655
DOID:10066,SNOMEDCT_2010_1_31:19206003
DOID:10066,UMLS_CUI:C0153173
DOID:10066,ICD9CM:094.86
DOID:10066,SNOMEDCT_2010_1_31:186892008
DOID:3267,UMLS_CUI:C0346172
DOID:3267,NCI:C4512
DOID:3267,SNOMEDCT_2010_1_31:119422004
DOID:11653,UMLS_CUI:C0162280
DOID:11653,SNOMEDCT_2010_1_31:62660000
DOID:11653,ICD9CM:372.56
DOID:10287,SNOMEDCT_2010_1_31:399590005
DOID:10287,NCI:C5536
DOID:10287,UMLS_CUI:C1302530
DOID:4282,UMLS_CUI:C1519083
DOID:3355,MSH:D005354
DOID:3355,UMLS_CUI:C0206643
DOID:3355,UMLS_CUI:C0016057
DOID:3355,SNOMEDCT_2010_1_31:443250000
DOID:3355,SNOMEDCT_2010_1_31:53654007
DOID:3355,NCI:C3043
DOID:3355,UMLS_CUI:C1336021
DOID:11741,UMLS_CUI:C0339959
DOID:11741,SNOMEDCT_2010_1_31:233609002
DOID:11741,SNOMEDCT_2010_1_31:195897008
DOID:11741,ICD9CM:483.1
DOID:8466,UMLS_CUI:C0035304
DOID:8466,SNOMEDCT_2010_1_31:95695004
DOID:8466,NCI:C34979
DOID:8466,MSH:D012162
DOID:10375,SNOMEDCT_2010_1_31:35600002
DOID:10375,MSH:D000550
DOID:10375,ICD9CM:368.01
DOID:10375,UMLS_CUI:C0750903
DOID:4992,UMLS_CUI:C0346326
DOID:4992,SNOMEDCT_2010_1_31:404662003
DOID:4992,NCI:C4537
DOID:4992,MSH:D020339
DOID:4992,SNOMEDCT_2010_1_31:254976006
DOID:1686,ICD9CM:365
DOID:1686,ICD9CM:365.9
DOID:1686,SNOMEDCT_2010_1_31:23986001
DOID:1686,NCI:C26782
DOID:1686,SNOMEDCT_2010_1_31:193569008
DOID:1686,SNOMEDCT_2010_1_31:194631001
DOID:1686,MSH:D005901
DOID:1686,EFO:0000516
DOID:1686,UMLS_CUI:C0017601
DOID:1686,SNOMEDCT_2010_1_31:155120009
DOID:12226,NCI:C3078
DOID:12226,SNOMEDCT_2010_1_31:300228004
DOID:12226,SNOMEDCT_2010_1_31:362966006
DOID:12226,MSH:D006311
DOID:12226,UMLS_CUI:C0260662
DOID:12226,SNOMEDCT_2010_1_31:128540005
DOID:12226,SNOMEDCT_2010_1_31:362989003
DOID:12928,ICD9CM:425.7
DOID:12928,SNOMEDCT_2010_1_31:195023001
DOID:12928,SNOMEDCT_2010_1_31:195028005
DOID:12928,UMLS_CUI:C0340422
DOID:12928,SNOMEDCT_2010_1_31:266243002
DOID:5958,UMLS_CUI:C1511205
DOID:5958,NCI:C39842
DOID:1587,SNOMEDCT_2010_1_31:2897005
DOID:1587,UMLS_CUI:C0272286
DOID:1587,NCI:C3991
DOID:12712,ICD9CM:753.16
DOID:12712,OMIM:604387
DOID:12712,OMIM:613159
DOID:12712,SNOMEDCT_2010_1_31:204961009
DOID:12712,OMIM:615382
DOID:12712,OMIM:614845
DOID:12712,OMIM:613824
DOID:12712,OMIM:613550
DOID:12712,OMIM:602088
DOID:12712,OMIM:606966
DOID:12712,SNOMEDCT_2010_1_31:204958008
DOID:12712,ORDO:655
DOID:12712,OMIM:613820
DOID:12712,UMLS_CUI:C0687120
DOID:12712,OMIM:611498
DOID:12712,OMIM:614844
DOID:12712,SNOMEDCT_2010_1_31:29780007
DOID:12712,OMIM:614377
DOID:12712,OMIM:615862
DOID:12712,ICD10CM:Q61.5
DOID:12712,OMIM:256100
DOID:12712,SNOMEDCT_2010_1_31:204957003
DOID:5565,UMLS_CUI:C1368898
DOID:5565,SNOMEDCT_2010_1_31:42717009
DOID:5565,NCI:C9013
DOID:14474,UMLS_CUI:C0152413
DOID:14474,SNOMEDCT_2010_1_31:34050004
DOID:14474,SNOMEDCT_2010_1_31:195881003
DOID:14474,ICD9CM:480.1
DOID:3820,UMLS_CUI:C0008153
DOID:3820,MSH:D002694
DOID:11168,SNOMEDCT_2010_1_31:266198004
DOID:11168,NCI:C2960
DOID:11168,SNOMEDCT_2010_1_31:302812006
DOID:11168,SNOMEDCT_2010_1_31:186688003
DOID:11168,SNOMEDCT_2010_1_31:266113007
DOID:11168,UMLS_CUI:C0009663
DOID:11168,MSH:D003218
DOID:11168,ICD9CM:078.11
DOID:11168,UMLS_CUI:C0554632
DOID:11168,SNOMEDCT_2010_1_31:240542006
DOID:11168,SNOMEDCT_2010_1_31:154361008
DOID:11168,SNOMEDCT_2010_1_31:154365004
DOID:11168,SNOMEDCT_2010_1_31:22020001
DOID:11168,SNOMEDCT_2010_1_31:123157002
DOID:2235,OMIM:613679
DOID:2235,SNOMEDCT_2010_1_31:191283001
DOID:2235,UMLS_CUI:C0020640
DOID:2235,NCI:C26799
DOID:2235,MSH:D007020
DOID:2235,SNOMEDCT_2010_1_31:73975000
DOID:0050660,OMIM:123790
DOID:6419,UMLS_CUI:C0039685
DOID:6419,NCI:C84505
DOID:6419,ICD9CM:745.2
DOID:6419,SNOMEDCT_2010_1_31:268177006
DOID:6419,SNOMEDCT_2010_1_31:156913009
DOID:6419,SNOMEDCT_2010_1_31:86299006
DOID:6419,SNOMEDCT_2010_1_31:204305006
DOID:6419,SNOMEDCT_2010_1_31:204307003
DOID:6419,MSH:D013771
DOID:6419,OMIM:187500
DOID:4625,SNOMEDCT_2010_1_31:205469005
DOID:4625,NCI:C3008
DOID:4625,SNOMEDCT_2010_1_31:268274005
DOID:4625,SNOMEDCT_2010_1_31:16535008
DOID:4625,OMIM:166000
DOID:4625,UMLS_CUI:C0014084
DOID:4625,MSH:D004687
DOID:2529,SNOMEDCT_2010_1_31:51244008
DOID:2529,SNOMEDCT_2010_1_31:58381000
DOID:2529,SNOMEDCT_2010_1_31:191385006
DOID:2529,SNOMEDCT_2010_1_31:154839008
DOID:2529,SNOMEDCT_2010_1_31:191381002
DOID:2529,SNOMEDCT_2010_1_31:267570002
DOID:2529,UMLS_CUI:C0037997
DOID:2529,ICD9CM:289.50
DOID:2529,MSH:D013158
DOID:2529,NCI:C35823
DOID:2323,UMLS_CUI:C1335517
DOID:2323,NCI:C27614
DOID:3240,MSH:D011015
DOID:3240,NCI:C34932
DOID:3240,UMLS_CUI:C0032290
DOID:3240,SNOMEDCT_2010_1_31:422588002
DOID:3240,SNOMEDCT_2010_1_31:47839005
DOID:1089,UMLS_CUI:C0080178
DOID:1089,SNOMEDCT_2010_1_31:156888006
DOID:1089,MSH:D016135
DOID:1089,ICD9CM:741
DOID:1089,SNOMEDCT_2010_1_31:67531005
DOID:1089,SNOMEDCT_2010_1_31:204017003
DOID:10699,NCI:C84995
DOID:10699,UMLS_CUI:C0030424
DOID:10699,SNOMEDCT_2010_1_31:240807004
DOID:10699,MSH:D010237
DOID:10699,SNOMEDCT_2010_1_31:240808009
