source_id	predicate	source_text	translation_text	translator	source_lang	translation_lang	status	auto_review_score	final_reviewer	review_notes	synonym_type	status_history
DOID:0061178	IAO:0000115	A congenital nystagmus that has_material_basis_in mutation in the FRMD7 gene on chromosome Xq26.2.	Un nistagmo congénito que tiene_su_base_material_en mutación en el gen FRMD7 en el cromosoma Xq26.2.	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0111790	0.68				
DOID:0070617	rdfs:label	rhabdoid tumor predisposition syndrome	síndrome de predisposición al tumor rabdoide	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:2129-oboInOwl:hasRelatedSynonym	1				
DOID:0070641	oboInOwl:hasExactSynonym	IDMDC	IDMDC	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110771	1			obo:OMO_0003012	
DOID:0070641	oboInOwl:hasExactSynonym	autosomal recessive spastic paraplegia 18	Paraplejía espástica autosómica recesiva 18	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110771	0.98				
DOID:0070641	oboInOwl:hasExactSynonym	autosomal recessive spastic paraplegia type 18	Paraplejía espástica autosómica recesiva tipo 18	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110771	0.99				
DOID:0070641	oboInOwl:hasExactSynonym	intellectual disability, motor dysfunction and joint contractures	Discapacidad intelectual, disfunción motora y contracturas articulares	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110771	0.98				
DOID:0070646	oboInOwl:hasExactSynonym	autosomal recessive spastic paraplegia 30	Paraplejía espástica autosómica recesiva 30	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110781-oboInOwl:hasNarrowSynonym	0.98				
DOID:0070647	oboInOwl:hasExactSynonym	autosomal dominant spastic paraplegia 30	Paraplejía espástica autosómica dominante 30	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:0110781-oboInOwl:hasNarrowSynonym	0.98				
DOID:0070648	rdfs:label	cherubism	querubismo	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:1856	1				
DOID:0070658	oboInOwl:hasExactSynonym	ALD	ALD	The Spanish Group (https://thespanishgroup.org/)	en	es	CANDIDATE: from DOID:10588	1			obo:OMO_0003012	
